机柜	节点号	端口	IP地址	备注1
03-04(I5)	08U-2.2	Gi 0/7	10.139.19.178	22-1-10第二批3060（45W）
03-04(I5)	08U-2.3	Gi 0/8	10.139.19.183	22-1-10第二批3060（45W）
03-04(I5)	08U-2.4	Gi 0/9	10.139.19.198	22-1-10第二批3060（45W）
03-04(I5)	08U-2.5	Gi 0/10	10.139.19.199	22-1-10第二批3060（45W）
03-04(I5)	13U-3.1	Gi 0/11	10.139.19.208	22-1-10第二批3060（45W）
03-04(I5)	13U-3.2	Gi 0/12	10.139.20.104	22-1-10第二批3060（45W）
03-04(I5)	13U-3.3	Gi 0/13	10.139.21.59	22-1-10第二批3060（45W）
03-04(I5)	13U-3.4	Gi 0/14	10.139.20.122	22-1-10第二批3060（45W）
03-04(I5)	13U-3.5	Gi 0/15	10.139.20.123	22-1-10第二批3060（45W）
03-04(I5)	18U-4.1	Gi 0/16	10.139.20.135	22-1-10第二批3060（45W）
03-04(I5)	18U-4.2	Gi 0/17	10.139.20.141	22-1-10第二批3060（45W）
03-04(I5)	18U-4.3	Gi 0/18	10.139.20.154	22-1-10第二批3060（45W）
03-04(I5)	18U-4.4	Gi 0/19	10.139.20.155	22-1-10第二批3060（45W）
03-04(I5)	18U-4.5	Gi 0/20	10.139.20.161	22-1-10第二批3060（45W）
03-04(I5)	25U-5.1	Gi 0/21	10.139.20.170	22-1-10第二批3060（45W）
03-04(I5)	25U-5.2	Gi 0/22	10.139.20.171	22-1-10第二批3060（45W）
03-04(I5)	25U-5.3	Gi 0/23	10.139.20.180	22-1-10第二批3060（45W）
03-04(I5)	25U-5.4	Gi 0/24	10.139.20.181	22-1-10第二批3060（45W）
03-04(I5)	25U-5.5	Gi 0/25	10.139.20.195	22-1-10第二批3060（45W）
03-04(I5)	30U-6.1	Gi 0/26	10.139.20.216	22-1-10第二批3060（45W）
03-04(I5)	30U-6.2	Gi 0/27	10.139.20.217	22-1-10第二批3060（45W）
03-04(I5)	30U-6.3	Gi 0/28	10.139.20.222	22-1-10第二批3060（45W）
03-04(I5)	30U-6.4	Gi 0/29	10.139.21.9	22-1-10第二批3060（45W）
03-04(I5)	30U-6.5	Gi 0/30	10.139.21.11	22-1-10第二批3060（45W）
03-04(I5)	35U-7.1	Gi 0/31	10.139.21.12	22-1-10第二批3060（45W）
03-04(I5)	35U-7.2	Gi 0/32	10.139.21.23	22-1-10第二批3060（45W）
03-04(I5)	35U-7.3	Gi 0/33	10.139.21.24	22-1-10第二批3060（45W）
03-04(I5)	35U-7.4	Gi 0/34	10.139.21.27	22-1-10第二批3060（45W）
03-04(I5)	35U-7.5	Gi 0/35	10.139.21.28	22-1-10第二批3060（45W）
03-04(I5)	40U-8.1	Gi 0/36	10.139.21.43	22-1-10第二批3060（45W）
03-04(I5)	40U-8.2	Gi 0/37	10.139.21.44	22-1-10第二批3060（45W）
03-04(I5)	40U-8.3	Gi 0/38	10.139.21.49	第二批待交3060
501-G01(I5)	  2U-01.1	Gi 0/1    	10.148.88.1	1-14已交3060
501-G01(I5)	  2U-01.2	Gi 0/2    	10.148.88.2	1-14已交3060
501-G01(I5)	  2U-01.3	Gi 0/3    	10.148.88.3	1-14已交3060
501-G01(I5)	  2U-01.4	Gi 0/4    	10.148.88.4	1-14已交3060
501-G01(I5)	  2U-01.5	Gi 0/5    	10.148.88.5	1-14已交3060
501-G01(I5)	  8U-02.1	Gi 0/6    	10.148.88.6	1-14已交3060
501-G01(I5)	  8U-02.2	Gi 0/7    	10.148.88.7	1-14已交3060
501-G01(I5)	  8U-02.3	Gi 0/8    	10.148.88.8	1-14已交3060
501-G01(I5)	  8U-02.4	Gi 0/9    	10.148.88.9	1-14已交3060
501-G01(I5)	  8U-02.5	Gi 0/10    	10.148.88.10	1-14已交3060
501-G01(I5)	  14U-03.1	Gi 0/11    	10.148.88.11	1-14已交3060
501-G01(I5)	  14U-03.2	Gi 0/12    	10.148.88.12	1-14已交3060
501-G01(I5)	  14U-03.3	Gi 0/13    	10.148.88.13	1-14已交3060
501-G01(I5)	  14U-03.4	Gi 0/14    	10.148.88.14	1-14已交3060
501-G01(I5)	  14U-03.5	Gi 0/15    	10.148.88.15	1-14已交3060
501-G01(I5)	  20U-04.1	Gi 0/16    	10.148.88.16	1-14已交3060
501-G01(I5)	  20U-04.2	Gi 0/17    	10.148.88.17	1-14已交3060
501-G01(I5)	  20U-04.3	Gi 0/18    	10.148.88.18	1-14已交3060
501-G01(I5)	  20U-04.4	Gi 0/19    	10.148.88.19	1-14已交3060
501-G01(I5)	  20U-04.5	Gi 0/20    	10.148.88.20	1-14已交3060
501-G01(I5)	  29U-05.1	Gi 0/21    	10.148.88.21	1-14已交3060
501-G01(I5)	  29U-05.2	Gi 0/22    	10.148.88.22	1-14已交3060
501-G01(I5)	  29U-05.3	Gi 0/23    	10.148.88.23	1-14已交3060
501-G01(I5)	  29U-05.4	Gi 0/24    	10.148.88.24	1-14已交3060
501-G01(I5)	  29U-05.5	Gi 0/25    	10.148.88.25	1-14已交3060
501-G01(I5)	  35U-06.1	Gi 0/26    	10.148.88.26	未交3060
501-G01(I5)	  35U-06.2	Gi 0/27    	10.148.88.27	1-14已交3060
501-G01(I5)	  35U-06.3	Gi 0/28    	10.148.88.28	1-14已交3060
501-G01(I5)	  35U-06.4	Gi 0/29    	10.148.88.29	1-14已交3060
501-G01(I5)	  35U-06.5	Gi 0/30    	10.148.88.30	1-14已交3060
501-G01(I5)	  41U-07.1	Gi 0/31    	10.148.88.31	1-14已交3060
501-G01(I5)	  41U-07.2	Gi 0/32    	10.148.88.32	1-14已交3060
501-G01(I5)	  41U-07.3	Gi 0/33    	10.148.88.33	1-14已交3060
501-G01(I5)	  41U-07.4	Gi 0/34    	10.148.88.34	1-14已交3060
501-G01(I5)	  41U-07.5	Gi 0/35    	10.148.88.35	1-14已交3060
501-G01(I5)	  47U-08.1	Gi 0/36    	10.148.88.36	1-14已交3060
501-G01(I5)	  47U-08.2	Gi 0/37    	10.148.88.37	1-14已交3060
501-G01(I5)	  47U-08.3	Gi 0/38    	10.148.88.38	1-14已交3060
501-G01(I5)	  47U-08.4	Gi 0/39    	10.148.88.39	1-14已交3060
501-G01(I5)	  47U-08.5	Gi 0/40    	10.148.88.40	1-14已交3060
501-G02(I5)	  2U-01.1	Gi 0/1    	10.148.88.41	1-14已交3060
501-G02(I5)	  2U-01.2	Gi 0/2    	10.148.88.42	1-14已交3060
501-G02(I5)	  2U-01.3	Gi 0/3    	10.148.88.43	1-14已交3060
501-G02(I5)	  2U-01.4	Gi 0/4    	10.148.88.44	1-14已交3060
501-G02(I5)	  2U-01.5	Gi 0/5    	10.148.88.45	1-14已交3060
501-G02(I5)	  8U-02.1	Gi 0/6    	10.148.88.46	1-14已交3060
501-G02(I5)	  8U-02.2	Gi 0/7    	10.148.88.47	1-14已交3060
501-G02(I5)	  8U-02.3	Gi 0/8    	10.148.88.48	1-14已交3060
501-G02(I5)	  8U-02.4	Gi 0/9    	10.148.88.49	1-14已交3060
501-G02(I5)	  8U-02.5	Gi 0/10    	10.148.88.50	1-14已交3060
501-G02(I5)	  14U-03.1	Gi 0/11    	10.148.88.51	1-14已交3060
501-G02(I5)	  14U-03.2	Gi 0/12    	10.148.88.52	1-14已交3060
501-G02(I5)	  14U-03.3	Gi 0/13    	10.148.88.53	1-14已交3060
501-G02(I5)	  14U-03.4	Gi 0/14    	10.148.88.54	1-14已交3060
501-G02(I5)	  14U-03.5	Gi 0/15    	10.148.88.55	1-14已交3060
501-G02(I5)	  20U-04.1	Gi 0/16    	10.148.88.56	1-14已交3060
501-G02(I5)	  20U-04.2	Gi 0/17    	10.148.88.57	1-14已交3060
501-G02(I5)	  20U-04.3	Gi 0/18    	10.148.88.58	1-14已交3060
501-G02(I5)	  20U-04.4	Gi 0/19    	10.148.88.59	1-14已交3060
501-G02(I5)	  20U-04.5	Gi 0/20    	10.148.88.60	1-14已交3060
501-G02(I5)	  29U-05.1	Gi 0/21    	10.148.88.61	1-14已交3060
501-G02(I5)	  29U-05.2	Gi 0/22    	10.148.88.62	1-14已交3060
501-G02(I5)	  29U-05.3	Gi 0/23    	10.148.88.63	1-14已交3060
501-G02(I5)	  29U-05.4	Gi 0/24    	10.148.88.64	1-14已交3060
501-G02(I5)	  29U-05.5	Gi 0/25    	10.148.88.65	1-14已交3060
501-G02(I5)	  35U-06.1	Gi 0/26    	10.148.88.66	1-14已交3060
501-G02(I5)	  35U-06.2	Gi 0/27    	10.148.88.67	1-14已交3060
501-G02(I5)	  35U-06.3	Gi 0/28    	10.148.88.68	1-14已交3060
501-G02(I5)	  35U-06.4	Gi 0/29    	10.148.88.69	1-14已交3060
501-G02(I5)	  35U-06.5	Gi 0/30    	10.148.88.70	1-14已交3060
501-G02(I5)	  41U-07.1	Gi 0/31    	10.148.88.71	1-14已交3060
501-G02(I5)	  41U-07.2	Gi 0/32    	10.148.88.72	1-14已交3060
501-G02(I5)	  41U-07.3	Gi 0/33    	10.148.88.73	1-14已交3060
501-G02(I5)	  41U-07.4	Gi 0/34    	10.148.88.74	1-14已交3060
501-G02(I5)	  41U-07.5	Gi 0/35    	10.148.88.75	1-14已交3060
501-G02(I5)	  47U-08.1	Gi 0/36    	10.148.88.76	1-14已交3060
501-G02(I5)	  47U-08.2	Gi 0/37    	10.148.88.77	1-14已交3060
501-G02(I5)	  47U-08.3	Gi 0/38    	10.148.88.78	1-14已交3060
501-G02(I5)	  47U-08.4	Gi 0/39    	10.148.88.79	1-14已交3060
501-G02(I5)	  47U-08.5	Gi 0/40    	10.148.88.80	1-14已交3060
501-G06(I5)	  2U-01.1	Gi 0/1    	10.148.88.81	1-14已交3060
501-G06(I5)	  2U-01.2	Gi 0/2    	10.148.88.82	1-14已交3060
501-G06(I5)	  2U-01.3	Gi 0/3    	10.148.88.83	1-14已交3060
501-G06(I5)	  2U-01.4	Gi 0/4    	10.148.88.84	1-14已交3060
501-G06(I5)	  2U-01.5	Gi 0/5    	10.148.88.85	1-14已交3060
501-G06(I5)	  8U-02.5	Gi 0/10  	10.148.88.90	1-14已交3060
501-G07(I5)	  2U-01.1	G06交换机Gi 0/11  	10.148.88.91	1-14已交3060
501-G07(I5)	  2U-01.2	G06交换机Gi 0/12  	10.148.88.92	1-14已交3060
501-G07(I5)	  2U-01.3	G06交换机Gi 0/13  	10.148.88.93	1-14已交3060
501-G07(I5)	  2U-01.4	G06交换机Gi 0/14  	10.148.88.94	1-14已交3060
501-G07(I5)	  2U-01.5	G06交换机Gi 0/15  	10.148.88.95	1-14已交3060
501-G07(I5)	  8U-02.1	G06交换机Gi 0/16  	10.148.88.96	1-14已交3060
501-G07(I5)	  8U-02.2	G06交换机Gi 0/17  	10.148.88.97	1-14已交3060
501-G07(I5)	  8U-02.3	G06交换机Gi 0/18  	10.148.88.98	1-14已交3060
501-G07(I5)	  8U-02.4	G06交换机Gi 0/19  	10.148.88.99	1-14已交3060
501-G07(I5)	  8U-02.5	G06交换机Gi 0/20  	10.148.88.100	1-14已交3060
501-G03	   02U-01.1	Gi 0/1    	10.148.88.101	22-1-14已交微星Ti
501-G03	   02U-01.2	Gi 0/2    	10.148.88.102	22-1-14已交微星Ti
501-G03	   04U-02.1	Gi 0/3    	10.148.88.103	22-1-14已交微星Ti
501-G03	   04U-02.2	Gi 0/4    	10.148.88.104	22-1-14已交微星Ti
501-G03	   07U-03.1	Gi 0/5    	10.148.88.105	22-1-14已交微星Ti
501-G03	   07U-03.2	Gi 0/6    	10.148.88.106	22-1-14已交微星Ti
501-G03	   09U-04.1	Gi 0/7    	10.148.88.107	22-1-14已交微星Ti
501-G03	   09U-04.2	Gi 0/8    	10.148.88.108	22-1-14已交微星Ti
501-G03	   11U-05.1	Gi 0/9    	10.148.88.109	22-1-14已交微星Ti
501-G03	   11U-05.2	Gi 0/10    	10.148.88.110	22-1-14已交微星Ti
501-G03	   14U-06.1	Gi 0/11    	10.148.88.111	22-1-14已交微星Ti
501-G03	   14U-06.2	Gi 0/12    	10.148.88.112	22-1-14已交微星Ti
501-G03	   16U-07.1	Gi 0/13    	10.148.88.113	22-1-14已交微星Ti
501-G03	   16U-07.2	Gi 0/14    	10.148.88.114	22-1-14已交微星Ti
501-G03	   18U-08.1	Gi 0/15    	10.148.88.115	22-1-14已交微星Ti
501-G03	   18U-08.2	Gi 0/16    	10.148.88.116	22-1-14已交微星Ti
501-G03	   21U-09.1	Gi 0/17    	10.148.88.117	22-1-14已交微星Ti
501-G03	   21U-09.2	Gi 0/18    	10.148.88.118	22-1-14已交微星Ti
501-G03	   23U-10.1	Gi 0/19    	10.148.88.119	22-1-14已交微星Ti
501-G03	   23U-10.2	Gi 0/20    	10.148.88.120	22-1-14已交微星Ti
501-G03	   28U-11.1	Gi 0/21    	10.148.88.121	22-1-14已交微星Ti
501-G03	   28U-11.2	Gi 0/22    	10.148.88.122	22-1-14已交微星Ti
501-G03	   30U-12.1	Gi 0/23    	10.148.88.123	22-1-14已交微星Ti
501-G03	   30U-12.2	Gi 0/24    	10.148.88.124	22-1-14已交微星Ti
501-G03	   33U-13.1	Gi 0/25    	10.148.88.125	22-1-14已交微星Ti
501-G03	   33U-13.2	Gi 0/26    	10.148.88.126	22-1-14已交微星Ti
501-G03	   35U-14.1	Gi 0/27    	10.148.88.127	22-1-14已交微星Ti
501-G03	   35U-14.2	Gi 0/28    	10.148.88.128	22-1-14已交微星Ti
501-G03	   37U-15.1	Gi 0/29    	10.148.88.129	22-1-14已交微星Ti
501-G03	   37U-15.2	Gi 0/30    	10.148.88.130	22-1-14已交微星Ti
501-G03	   40U-16.1	Gi 0/31    	10.148.88.131	22-1-14已交微星Ti
501-G03	   40U-16.2	Gi 0/32    	10.148.88.132	22-1-14已交微星Ti
501-G03	   42U-17.1	Gi 0/33    	10.148.88.133	22-1-14已交微星Ti
501-G03	   42U-17.2	Gi 0/34    	10.148.88.134	22-1-14已交微星Ti
501-G03	   44U-18.1	Gi 0/35    	10.148.88.135	22-1-14已交微星Ti
501-G03	   44U-18.2	Gi 0/36    	10.148.88.136	22-1-14已交微星Ti
501-G03	   47U-19.1	Gi 0/37    	10.148.88.137	22-1-14已交微星Ti
501-G03	   47U-19.2	Gi 0/38    	10.148.88.138	22-1-14已交微星Ti
501-G03	   49U-20.1	Gi 0/39    	10.148.88.139	22-1-14已交微星Ti
501-G03	   49U-20.2	Gi 0/40    	10.148.88.140	22-1-14已交微星Ti
501-G04	   02U-01.1	Gi 0/1    	10.148.88.141	22-1-14已交微星Ti
501-G04	   02U-01.2	Gi 0/2    	10.148.88.142	22-1-14已交微星Ti
501-G04	   04U-02.1	Gi 0/3    	10.148.88.143	22-1-14已交微星Ti
501-G04	   04U-02.2	Gi 0/4    	10.148.88.144	22-1-14已交微星Ti
501-G04	   07U-03.1	Gi 0/5    	10.148.88.145	22-1-14已交微星Ti
501-G04	   07U-03.2	Gi 0/6    	10.148.88.146	22-1-14已交微星Ti
501-G04	   09U-04.1	Gi 0/7    	10.148.88.147	22-1-14已交微星Ti
501-G04	   09U-04.2	Gi 0/8    	10.148.88.148	22-1-14已交微星Ti
501-G04	   11U-05.1	Gi 0/9    	10.148.88.149	22-1-14已交微星Ti
501-G04	   11U-05.2	Gi 0/10    	10.148.88.150	22-1-14已交微星Ti
501-G04	   14U-06.1	Gi 0/11    	10.148.88.151	22-1-14已交微星Ti
501-G04	   14U-06.2	Gi 0/12    	10.148.88.152	22-1-14已交微星Ti
501-G04	   16U-07.1	Gi 0/13    	10.148.88.153	22-1-14已交微星Ti
501-G04	   16U-07.2	Gi 0/14    	10.148.88.154	22-1-14已交微星Ti
501-G04	   18U-08.1	Gi 0/15    	10.148.88.155	22-1-14已交微星Ti
501-G04	   18U-08.2	Gi 0/16    	10.148.88.156	22-1-14已交微星Ti
501-G04	   21U-09.1	Gi 0/17    	10.148.88.157	22-1-14已交微星Ti
501-G04	   21U-09.2	Gi 0/18    	10.148.88.158	22-1-14已交微星Ti
501-G04	   23U-10.1	Gi 0/19    	10.148.88.159	22-1-14已交微星Ti
501-G04	   23U-10.2	Gi 0/20    	10.148.88.160	22-1-14已交微星Ti
501-G04	   28U-11.1	Gi 0/21    	10.148.88.161	22-1-14已交微星Ti
501-G04	   28U-11.2	Gi 0/22    	10.148.88.162	22-1-14已交微星Ti
501-G04	   30U-12.1	Gi 0/23    	10.148.88.163	22-1-14已交微星Ti
501-G04	   30U-12.2	Gi 0/24    	10.148.88.164	22-1-14已交微星Ti
501-G04	   33U-13.1	Gi 0/25    	10.148.88.165	22-1-14已交微星Ti
501-G04	   33U-13.2	Gi 0/26    	10.148.88.166	22-1-14已交微星Ti
501-G04	   35U-14.1	Gi 0/27    	10.148.88.167	22-1-14已交微星Ti
501-G04	   35U-14.2	Gi 0/28    	10.148.88.168	22-1-14已交微星Ti
501-G04	   37U-15.1	Gi 0/29    	10.148.88.169	22-1-14已交微星Ti
501-G04	   37U-15.2	Gi 0/30    	10.148.88.170	22-1-14已交微星Ti
501-G04	   40U-16.1	Gi 0/31    	10.148.88.171	22-1-14已交微星Ti
501-G04	   40U-16.2	Gi 0/32    	10.148.88.172	22-1-14已交微星Ti
501-G04	   42U-17.1	Gi 0/33    	10.148.88.173	22-1-14已交微星Ti
501-G04	   42U-17.2	Gi 0/34    	10.148.88.174	22-1-14已交微星Ti
501-G04	   44U-18.1	Gi 0/35    	10.148.88.175	22-1-14已交微星Ti
501-G04	   44U-18.2	Gi 0/36    	10.148.88.176	22-1-14已交微星Ti
501-G04	   47U-19.1	Gi 0/37    	10.148.88.177	22-1-14已交微星Ti
501-G04	   47U-19.2	Gi 0/38    	10.148.88.178	22-1-14已交微星Ti
501-G04	   49U-20.1	Gi 0/39    	10.148.88.179	22-1-14已交微星Ti
501-G04	   49U-20.2	Gi 0/40    	10.148.88.180	22-1-14已交微星Ti
501-G05	   02U-01.1	Gi 0/1    	10.148.88.181	22-1-14已交微星Ti
501-G05	   02U-01.2	Gi 0/2    	10.148.88.182	22-1-14已交微星Ti
501-G05	   04U-02.1	Gi 0/3    	10.148.88.183	22-1-14已交微星Ti
501-G05	   04U-02.2	Gi 0/4    	10.148.88.184	22-1-14已交微星Ti
501-G05	   07U-03.1	Gi 0/5    	10.148.88.185	22-1-14已交微星Ti
501-G05	   07U-03.2	Gi 0/6    	10.148.88.186	22-1-14已交微星Ti
501-G05	   09U-04.1	Gi 0/7    	10.148.88.187	22-1-14已交微星Ti
501-G05	   09U-04.2	Gi 0/8    	10.148.88.188	22-1-14已交微星Ti
501-G05	   11U-05.1	Gi 0/9    	10.148.88.189	22-1-14已交微星Ti
501-G05	   11U-05.2	Gi 0/10    	10.148.88.190	22-1-14已交微星Ti
501-G05	   14U-06.1	Gi 0/11    	10.148.88.191	22-1-14已交微星Ti
501-G05	   14U-06.2	Gi 0/12    	10.148.88.192	22-1-14已交微星Ti
501-G05	   16U-07.1	Gi 0/13    	10.148.88.193	22-1-14已交微星Ti
501-G05	   16U-07.2	Gi 0/14    	10.148.88.194	22-1-14已交微星Ti
501-G05	   18U-08.1	Gi 0/15    	10.148.88.195	22-1-14已交微星Ti
501-G05	   18U-08.2	Gi 0/16    	10.148.88.196	22-1-14已交微星Ti
501-G05	   21U-09.1	Gi 0/17    	10.148.88.197	22-1-14已交微星Ti
501-G05	   21U-09.2	Gi 0/18    	10.148.88.198	22-1-14已交微星Ti
501-G05	   23U-10.1	Gi 0/19    	10.148.88.199	22-1-14已交微星Ti
501-G05	   23U-10.2	Gi 0/20    	10.148.88.200	22-1-14已交微星Ti
501-G05	   28U-11.1	Gi 0/21    	10.148.88.201	22-1-14已交微星Ti
501-G05	   28U-11.2	Gi 0/22    	10.148.88.202	22-1-14已交微星Ti
501-G05	   30U-12.1	Gi 0/23    	10.148.88.203	22-1-14已交微星Ti
501-G05	   30U-12.2	Gi 0/24    	10.148.88.204	22-1-14已交微星Ti
501-G05	   33U-13.1	Gi 0/25    	10.148.88.205	22-1-14已交微星Ti
501-G05	   33U-13.2	Gi 0/26    	10.148.88.206	22-1-14已交微星Ti
501-G05	   35U-14.1	Gi 0/27    	10.148.88.207	22-1-14已交微星Ti
501-G05	   35U-14.2	Gi 0/28    	10.148.88.208	22-1-14已交微星Ti
501-G05	   37U-15.1	Gi 0/29    	10.148.88.209	22-1-14已交微星Ti
501-G05	   37U-15.2	Gi 0/30    	10.148.88.210	22-1-14已交微星Ti
501-G05	   40U-16.1	Gi 0/31    	10.148.88.211	22-1-14已交微星Ti
501-G05	   40U-16.2	Gi 0/32    	10.148.88.212	22-1-14已交微星Ti
501-G05	   42U-17.1	Gi 0/33    	10.148.88.213	22-1-14已交微星Ti
501-G05	   42U-17.2	Gi 0/34    	10.148.88.214	22-1-14已交微星Ti
501-G05	   44U-18.1	Gi 0/35    	10.148.88.215	22-1-14已交微星Ti
501-G05	   44U-18.2	Gi 0/36    	10.148.88.216	22-1-14已交微星Ti
501-G05	   47U-19.1	Gi 0/37    	10.148.88.217	22-1-14已交微星Ti
501-G05	   47U-19.2	Gi 0/38    	10.148.88.218	22-1-14已交微星Ti
501-G05	   49U-20.1	Gi 0/39    	10.148.88.219	22-1-14已交微星Ti
501-G05	   49U-20.2	Gi 0/40    	10.148.88.220	22-1-14已交微星Ti
501-G08	   02U-01.2	Gi 0/2    	10.148.88.222	22-1-14已交微星Ti
501-G08	   04U-02.1	Gi 0/3    	10.148.88.223	22-1-14已交微星Ti
501-G08	   04U-02.2	Gi 0/4    	10.148.88.224	22-1-14已交微星Ti
501-G08	   07U-03.1	Gi 0/5    	10.148.88.225	22-1-14已交微星Ti
501-G08	   07U-03.2	Gi 0/6    	10.148.88.226	22-1-14已交微星Ti
501-G08	   09U-04.1	Gi 0/7    	10.148.88.227	22-1-14已交微星Ti
501-G08	   09U-04.2	Gi 0/8    	10.148.88.228	22-1-14已交微星Ti
501-G08	   11U-05.1	Gi 0/9    	10.148.88.229	22-1-14已交微星Ti
501-G08	   11U-05.2	Gi 0/10    	10.148.88.230	22-1-14已交微星Ti
501-G08	   14U-06.1	Gi 0/11    	10.148.88.231	22-1-14已交微星Ti
501-G08	   14U-06.2	Gi 0/12    	10.148.88.232	22-1-14已交微星Ti
501-G08	   16U-07.1	Gi 0/13    	10.148.88.233	22-1-14已交微星Ti
501-G08	   16U-07.2	Gi 0/14    	10.148.88.234	22-1-14已交微星Ti
501-G08	   18U-08.1	Gi 0/15    	10.148.88.235	22-1-14已交微星Ti
501-G08	   18U-08.2	Gi 0/16    	10.148.88.236	22-1-14已交微星Ti
501-G08	   21U-09.1	Gi 0/17    	10.148.88.237	22-1-14已交微星Ti
501-G08	   21U-09.2	Gi 0/18    	10.148.88.238	22-1-14已交微星Ti
501-G08	   23U-10.1	Gi 0/19    	10.148.88.239	22-1-14已交微星Ti
501-G08	   23U-10.2	Gi 0/20    	10.148.88.240	22-1-14已交微星Ti
501-G08	   28U-11.1	Gi 0/21    	10.148.88.241	22-1-14已交微星Ti
501-G08	   28U-11.2	Gi 0/22    	10.148.88.242	22-1-14已交微星Ti
501-G08	   30U-12.1	Gi 0/23    	10.148.88.243	22-1-14已交微星Ti
501-G08	   30U-12.2	Gi 0/24    	10.148.88.244	22-1-14已交微星Ti
501-G08	   33U-13.1	Gi 0/25    	10.148.88.245	22-1-14已交微星Ti
501-G08	   33U-13.2	Gi 0/26    	10.148.88.246	22-1-14已交微星Ti
501-G08	   35U-14.1	Gi 0/27    	10.148.88.247	22-1-14已交微星Ti
501-G08	   35U-14.2	Gi 0/28    	10.148.88.248	22-1-14已交微星Ti
501-G08	   37U-15.1	Gi 0/29    	10.148.88.249	22-1-14已交微星Ti
501-G08	   37U-15.2	Gi 0/30    	10.148.88.250	22-1-14已交微星Ti
501-G08	   40U-16.1	Gi 0/31    	10.148.88.251	22-1-14已交微星Ti
501-G08	   40U-16.2	Gi 0/32    	10.148.88.252	22-1-14已交微星Ti
501-G08	   42U-17.1	Gi 0/33    	10.148.88.253	22-1-14已交微星Ti
501-G08	   42U-17.2	Gi 0/34    	10.148.88.254	22-1-14已交微星Ti
501-G08	   44U-18.1	Gi 0/35    	10.148.88.255	22-1-14已交微星Ti
501-G08	   44U-18.2	Gi 0/36    	10.148.89.1	22-1-14已交微星Ti
501-G08	   47U-19.1	Gi 0/37    	10.148.89.2	22-1-14已交微星Ti
501-G08	   47U-19.2	Gi 0/38    	10.148.89.3	22-1-14已交微星Ti
501-G08	   49U-20.1	Gi 0/39    	10.148.89.4	22-1-14已交微星Ti
501-G08	   49U-20.2	Gi 0/40    	10.148.89.5	22-1-14已交微星Ti
501-G09	   02U-01.1	Gi 0/1    	10.148.89.6	22-1-14已交微星Ti
501-G09	   02U-01.2	Gi 0/2    	10.148.89.7	22-1-14已交微星Ti
501-G09	   04U-02.1	Gi 0/3    	10.148.89.8	22-1-14已交微星Ti
501-G09	   04U-02.2	Gi 0/4    	10.148.89.9	22-1-14已交微星Ti
501-G09	   07U-03.1	Gi 0/5    	10.148.89.10	22-1-14已交微星Ti
501-G09	   07U-03.2	Gi 0/6    	10.148.89.11	22-1-14已交微星Ti
501-G09	   09U-04.1	Gi 0/7    	10.148.89.12	22-1-14已交微星Ti
501-G09	   09U-04.2	Gi 0/8    	10.148.89.13	22-1-14已交微星Ti
501-G09	   11U-05.1	Gi 0/9    	10.148.89.14	22-1-14已交微星Ti
501-G09	   11U-05.2	Gi 0/10    	10.148.89.15	22-1-14已交微星Ti
501-G09	   14U-06.1	Gi 0/11    	10.148.89.16	22-1-14已交微星Ti
501-G09	   14U-06.2	Gi 0/12    	10.148.89.17	22-1-14已交微星Ti
501-G09	   16U-07.1	Gi 0/13    	10.148.89.18	22-1-14已交微星Ti
501-G09	   16U-07.2	Gi 0/14    	10.148.89.19	22-1-14已交微星Ti
501-G09	   18U-08.1	Gi 0/15    	10.148.89.20	22-1-14已交微星Ti
501-G09	   18U-08.2	Gi 0/16    	10.148.89.21	22-1-14已交微星Ti
501-G09	   21U-09.1	Gi 0/17    	10.148.89.22	22-1-14已交微星Ti
501-G09	   21U-09.2	Gi 0/18    	10.148.89.23	22-1-14已交微星Ti
501-G09	   23U-10.1	Gi 0/19    	10.148.89.24	22-1-14已交微星Ti
501-G09	   23U-10.2	Gi 0/20    	10.148.89.25	22-1-14已交微星Ti
501-G09	   28U-11.1	Gi 0/21    	10.148.89.26	22-1-14已交微星Ti
501-G09	   28U-11.2	Gi 0/22    	10.148.89.27	22-1-14已交微星Ti
501-G09	   30U-12.1	Gi 0/23    	10.148.89.28	22-1-14已交微星Ti
501-G09	   30U-12.2	Gi 0/24    	10.148.89.29	22-1-14已交微星Ti
501-G09	   33U-13.1	Gi 0/25    	10.148.89.30	22-1-14已交微星Ti
501-G09	   33U-13.2	Gi 0/26    	10.148.89.31	22-1-14已交微星Ti
501-G09	   35U-14.1	Gi 0/27    	10.148.89.32	22-1-14已交微星Ti
501-G09	   35U-14.2	Gi 0/28    	10.148.89.33	22-1-14已交微星Ti
501-G09	   37U-15.1	Gi 0/29    	10.148.89.34	22-1-14已交微星Ti
501-G09	   37U-15.2	Gi 0/30    	10.148.89.35	22-1-14已交微星Ti
501-G09	   40U-16.1	Gi 0/31    	10.148.89.36	22-1-14已交微星Ti
501-G09	   40U-16.2	Gi 0/32    	10.148.89.37	22-1-14已交微星Ti
501-G09	   42U-17.1	Gi 0/33    	10.148.89.38	22-1-14已交微星Ti
501-G09	   42U-17.2	Gi 0/34    	10.148.89.39	22-1-14已交微星Ti
501-G09	   44U-18.1	Gi 0/35    	10.148.89.40	22-1-14已交微星Ti
501-G09	   44U-18.2	Gi 0/36    	10.148.89.41	22-1-14已交微星Ti
501-G09	   47U-19.1	Gi 0/37    	10.148.89.42	22-1-14已交微星Ti
